recd,NetID,Brand,Age.f,Status.i,PHI.i,Status.f,PHI.f,Damage_related
21682,O333,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21683,O334,PermaNet 2.0,30,Not in use,NA,Used last night,NA,No
21684,O335,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21691,O342,PermaNet 2.0,30,Not in use,NA,Not in use,NA,No
21695,O346,PermaNet 2.0,30,Not in use,NA,Used last night,NA,No
21696,O347,PermaNet 2.0,30,Not in use,NA,Used last night,NA,No
21697,O348,PermaNet 2.0,30,Not in use,185,Attrited,NA,NA
21698,O349,PermaNet 2.0,30,Not in use,NA,Used last night,NA,No
21699,O350,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21700,O351,PermaNet 2.0,30,Used last night,NA,Used last night,2,No
21702,O353,PermaNet 2.0,30,Used last night,NA,Used last night,0,No
21703,O354,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21704,O355,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21705,O356,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21706,O357,PermaNet 2.0,30,Not in use,NA,Not in use,NA,No
21707,O358,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21708,O359,PermaNet 2.0,30,Not in use,NA,Not in use,NA,No
21710,O361,PermaNet 2.0,30,Used last night,NA,Used last night,3,No
21711,O362,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21719,O370,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21720,O371,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21721,O372,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21724,O375,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21725,O376,PermaNet 2.0,30,Used last night,NA,Used last night,23,No
21726,O377,PermaNet 2.0,30,Not in use,23,Attrited,NA,NA
21733,O718,PermaNet 2.0,30,Not in use,NA,Not in use,NA,No
21734,O719,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21735,O721,PermaNet 2.0,30,Used last night,NA,Not in use,17640,No
21736,O722,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21737,O723,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21738,O725,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21740,O727,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21741,O728,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21743,O730,PermaNet 2.0,30,Used last night,NA,Attrited,NA,No
21745,O732,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21746,O734,PermaNet 2.0,30,Used last night,NA,Not in use,0,No
21747,O735,PermaNet 2.0,30,Not in use,NA,Used last night,NA,No
21748,O736,PermaNet 2.0,30,Used last night,NA,Used last night,0,No
21749,O737,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21750,O738,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21751,O740,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21752,O741,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21753,O742,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21754,O746,PermaNet 2.0,30,Used last night,NA,Not in use,1371,No
21755,O747,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21756,O748,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21757,O749,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21758,O750,PermaNet 2.0,30,Used last night,NA,Not in use,0,No
21759,O751,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21760,O753,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21762,O755,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21763,O756,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21764,O757,PermaNet 2.0,30,Used last night,NA,Not in use,161,No
21765,O758,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21766,O759,PermaNet 2.0,30,Used last night,NA,Not in use,0,No
21767,O761,PermaNet 2.0,30,Used last night,NA,Not in use,0,No
21769,O763,PermaNet 2.0,30,Used last night,NA,Attrited,NA,No
21770,O764,PermaNet 2.0,30,Used last night,NA,Used last night,139,No
21772,O766,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21776,O770,PermaNet 2.0,30,Used last night,NA,Attrited,NA,No
21781,O776,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21782,O777,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21785,O780,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21786,O781,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21788,O783,PermaNet 2.0,30,Not in use,NA,Attrited,NA,No
21789,O785,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21791,O788,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21792,O790,PermaNet 2.0,30,Used last night,NA,Used last night,601,No
21793,O791,PermaNet 2.0,30,Used last night,46,Attrited,NA,NA
21794,O792,PermaNet 2.0,30,Used last night,NA,Not in use,0,No
21795,O793,PermaNet 2.0,30,Used last night,NA,Attrited,NA,No
21796,O794,PermaNet 2.0,30,Used last night,NA,Not in use,0,No
21797,O797,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21798,O798,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21799,O799,PermaNet 2.0,30,Not in use,NA,Not in use,NA,No
21800,O801,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21801,O829,PermaNet 2.0,30,Used last night,NA,Not in use,784,No
21802,O840,PermaNet 2.0,30,Not in use,NA,Not in use,NA,No
21803,O841,PermaNet 2.0,30,Not in use,NA,Not in use,NA,No
21805,O843,PermaNet 2.0,30,Used last night,NA,Used last night,531,No
21807,O845,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21808,O846,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21809,O847,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21817,O857,PermaNet 2.0,30,Used last night,0,Attrited,NA,NA
21820,O861,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21821,O862,PermaNet 2.0,30,Used last night,NA,Not in use,0,No
21825,O867,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21826,O868,PermaNet 2.0,30,Used last night,1475,Attrited,NA,NA
21827,O869,PermaNet 2.0,30,Used last night,NA,Used last night,5,No
21828,O870,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21830,O872,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21833,O875,PermaNet 2.0,30,Used last night,0,Attrited,NA,NA
21836,O879,PermaNet 2.0,30,Used last night,NA,Used last night,0,No
21837,O880,PermaNet 2.0,30,Used last night,NA,Not in use,0,No
21838,O881,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21840,O883,PermaNet 2.0,30,Used last night,NA,Not in use,0,No
21842,O885,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21843,O886,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21844,O887,PermaNet 2.0,30,Used last night,NA,Not in use,0,No
21845,O888,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21846,O889,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21847,O890,PermaNet 2.0,30,Used last night,NA,Used last night,2,No
21848,O891,PermaNet 2.0,30,Not in use,NA,Used last night,NA,No
21849,O892,PermaNet 2.0,30,Used last night,NA,Attrited,NA,No
21850,O893,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21851,O894,PermaNet 2.0,30,Not in use,NA,Used last night,NA,No
21852,O895,PermaNet 2.0,30,Used last night,NA,Used last night,0,No
21853,O896,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21854,O897,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21855,O898,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21856,O899,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21858,O901,PermaNet 2.0,30,Used last night,NA,Not in use,2,No
21859,O902,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21860,O903,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21862,O905,PermaNet 2.0,30,Not in use,611,Attrited,NA,NA
21863,O906,PermaNet 2.0,30,Not in use,NA,Not in use,NA,No
21864,O907,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21865,O908,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21866,O909,PermaNet 2.0,30,Not in use,NA,Used last night,NA,No
21869,O912,PermaNet 2.0,30,Used last night,NA,Not in use,23,No
21870,O913,PermaNet 2.0,30,Used last night,NA,Used last night,2,No
21872,O915,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21873,O916,PermaNet 2.0,30,Not in use,92,Attrited,NA,NA
21874,O917,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21875,O918,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21876,O919,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21877,O920,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21878,O921,PermaNet 2.0,30,Used last night,NA,Not in use,0,No
21879,O922,PermaNet 2.0,30,Not in use,NA,Not in use,NA,No
21880,O923,PermaNet 2.0,30,Used last night,NA,Used last night,0,No
21881,O924,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21882,O925,PermaNet 2.0,30,Not in use,NA,Not in use,0,No
21883,O926,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21884,O927,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21885,O928,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21886,O929,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21888,O931,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21889,O932,PermaNet 2.0,30,Used last night,NA,Used last night,0,No
21890,O933,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21891,O934,PermaNet 2.0,30,Used last night,NA,Used last night,2,No
21892,O935,PermaNet 2.0,30,Not in use,NA,Not in use,NA,No
21893,O936,PermaNet 2.0,30,Used last night,NA,Not in use,196,No
21894,O938,PermaNet 2.0,30,Used last night,NA,Used last night,392,No
21895,O939,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21896,O941,PermaNet 2.0,30,Not in use,NA,Not in use,0,No
21898,O943,PermaNet 2.0,30,Used last night,NA,Used last night,0,No
21902,O947,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21903,O948,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21906,O952,PermaNet 2.0,30,Used last night,92,Attrited,NA,NA
21908,O954,PermaNet 2.0,30,Used last night,NA,Not in use,0,No
21909,O955,PermaNet 2.0,30,Not in use,NA,Not in use,NA,No
21911,O958,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21912,O959,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21913,O960,PermaNet 2.0,30,Used last night,507,Attrited,NA,NA
21914,O961,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21915,O962,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21916,O963,PermaNet 2.0,30,Not in use,NA,Not in use,NA,No
21917,O964,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21918,O965,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21919,O966,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21923,O970,PermaNet 2.0,30,Used last night,334,Attrited,NA,NA
21925,O972,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21926,O973,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21927,O974,PermaNet 2.0,30,Used last night,NA,Used last night,993,No
21931,O978,PermaNet 2.0,30,Used last night,NA,Used last night,0,No
21932,O979,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21934,O981,PermaNet 2.0,30,Not in use,NA,Not in use,NA,No
21935,O983,PermaNet 2.0,30,Not in use,NA,Attrited,NA,NA
21936,O984,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21937,O985,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21939,O987,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21940,O988,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21941,O989,PermaNet 2.0,30,Not used last night,NA,Attrited,NA,No
21943,O991,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21944,O992,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21946,O994,PermaNet 2.0,30,Used last night,NA,Not in use,NA,No
21947,O995,PermaNet 2.0,30,Used last night,NA,Used last night,0,No
21950,O998,PermaNet 2.0,30,Used last night,1037,Attrited,NA,NA
21951,O999,PermaNet 2.0,30,Used last night,NA,Used last night,NA,No
21955,P033,PermaNet 3.0,30,Not used last night,NA,Attrited,NA,Yes
21956,P034,PermaNet 3.0,30,Used last night,NA,Used last night,538,No
21958,P036,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
21959,P037,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
21960,P038,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
21961,P039,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
21963,P041,PermaNet 3.0,30,Used last night,0,Attrited,NA,NA
21965,P043,PermaNet 3.0,30,Used last night,NA,Used last night,0,No
21966,P044,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
21967,P045,PermaNet 3.0,30,Used last night,NA,Used last night,23,No
21969,P047,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
21970,P048,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
21971,P049,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
21972,P050,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
21973,P051,PermaNet 3.0,30,Used last night,0,Attrited,NA,NA
21975,P053,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
21977,P055,PermaNet 3.0,30,Not in use,NA,Used last night,48,No
21978,P056,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
21979,P057,PermaNet 3.0,30,Used last night,NA,Used last night,0,No
21981,P059,PermaNet 3.0,30,Not in use,NA,Used last night,NA,No
21982,P060,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
21984,P062,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
21985,P063,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
21987,P065,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
21988,P066,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
21989,P067,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
21990,P068,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
21992,P070,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
21993,P071,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
21994,P072,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
21996,P074,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
21997,P075,PermaNet 3.0,30,Not in use,NA,Not in use,NA,No
22000,P078,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22002,P080,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22003,P081,PermaNet 3.0,30,Used last night,NA,Used last night,0,No
22005,P083,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22006,P084,PermaNet 3.0,30,Used last night,NA,Used last night,47,No
22007,P085,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22009,P087,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22010,P088,PermaNet 3.0,30,Used last night,NA,Not in use,23,No
22011,P089,PermaNet 3.0,30,Not in use,NA,Not in use,NA,No
22012,P090,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22014,P092,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22015,P093,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22020,P098,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22021,P099,PermaNet 3.0,30,Used last night,NA,Used last night,415,No
22022,P100,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22023,P1003,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22024,P1004,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22025,P1005,PermaNet 3.0,30,Used last night,NA,Used last night,243,No
22026,P1008,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22033,P107,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22034,P108,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22035,P109,PermaNet 3.0,30,Used last night,NA,Used last night,0,No
22036,P110,PermaNet 3.0,30,Used last night,NA,Used last night,24,No
22040,P114,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22041,P115,PermaNet 3.0,30,Used last night,0,Attrited,NA,NA
22042,P116,PermaNet 3.0,30,Used last night,0,Attrited,NA,NA
22043,P117,PermaNet 3.0,30,Used last night,NA,Not in use,0,No
22044,P118,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22046,P120,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22047,P121,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22048,P122,PermaNet 3.0,30,Used last night,NA,Used last night,1,No
22049,P123,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22052,P126,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22053,P127,PermaNet 3.0,30,Used last night,NA,Used last night,1315,No
22054,P128,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22057,P131,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22059,P133,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22060,P134,PermaNet 3.0,30,Used last night,NA,Not in use,0,No
22061,P135,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22062,P136,PermaNet 3.0,30,Not in use,NA,Not in use,0,No
22063,P137,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22064,P138,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22065,P139,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22067,P141,PermaNet 3.0,30,Used last night,NA,Used last night,0,No
22068,P142,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22069,P143,PermaNet 3.0,30,Not in use,NA,Not in use,NA,No
22070,P144,PermaNet 3.0,30,Used last night,NA,Used last night,0,No
22071,P145,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22072,P146,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22073,P147,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22074,P148,PermaNet 3.0,30,Used last night,2,Attrited,NA,NA
22075,P149,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22076,P150,PermaNet 3.0,30,Not used last night,NA,Used last night,1275,No
22077,P151,PermaNet 3.0,30,Not used last night,NA,Used last night,NA,No
22078,P152,PermaNet 3.0,30,Used last night,NA,Used last night,0,No
22079,P153,PermaNet 3.0,30,Used last night,NA,Used last night,0,No
22080,P154,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22081,P155,PermaNet 3.0,30,Used last night,NA,Not in use,0,No
22082,P156,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22083,P157,PermaNet 3.0,30,Not in use,NA,Used last night,NA,No
22084,P158,PermaNet 3.0,30,Used last night,NA,Used last night,0,No
22086,P160,PermaNet 3.0,30,Used last night,237,Attrited,NA,NA
22087,P161,PermaNet 3.0,30,Used last night,0,Attrited,NA,NA
22088,P162,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22089,P163,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22090,P164,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22091,P165,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22092,P166,PermaNet 3.0,30,Used last night,NA,Used last night,0,No
22093,P167,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22094,P168,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22096,P170,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22097,P171,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22098,P172,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22099,P173,PermaNet 3.0,30,Not used last night,NA,Used last night,NA,No
22102,P176,PermaNet 3.0,30,Used last night,NA,Used last night,23,No
22103,P177,PermaNet 3.0,30,Used last night,NA,Used last night,0,No
22105,P179,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22106,P180,PermaNet 3.0,30,Not in use,NA,Used last night,NA,No
22107,P181,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22108,P182,PermaNet 3.0,30,Used last night,NA,Used last night,0,No
22109,P183,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22112,P186,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22113,P187,PermaNet 3.0,30,Not in use,NA,Not in use,NA,No
22114,P188,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22115,P189,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22117,P191,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22119,P193,PermaNet 3.0,30,Used last night,NA,Used last night,23,No
22120,P195,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22121,P196,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22122,P197,PermaNet 3.0,30,Used last night,0,Attrited,NA,NA
22123,P198,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22124,P199,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22125,P200,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22127,P202,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22129,P204,PermaNet 3.0,30,Used last night,0,Attrited,NA,NA
22130,P205,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22131,P206,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22132,P207,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22133,P208,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22134,P209,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22135,P210,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22136,P211,PermaNet 3.0,30,Used last night,NA,Used last night,0,No
22137,P212,PermaNet 3.0,30,Not in use,NA,Not used last night,0,No
22140,P215,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22141,P216,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22142,P217,PermaNet 3.0,30,Used last night,NA,Used last night,0,No
22143,P218,PermaNet 3.0,30,Used last night,NA,Used last night,116,No
22144,P219,PermaNet 3.0,30,Used last night,NA,Not used last night,NA,No
22145,P220,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22146,P221,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22151,P226,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22152,P227,PermaNet 3.0,30,Used last night,NA,Not in use,121,No
22153,P228,PermaNet 3.0,30,Used last night,NA,Used last night,0,No
22154,P229,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22155,P230,PermaNet 3.0,30,Not in use,NA,Used last night,NA,No
22156,P231,PermaNet 3.0,30,Not used last night,NA,Used last night,0,No
22158,P233,PermaNet 3.0,30,Not used last night,NA,Used last night,NA,No
22159,P234,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22160,P235,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22161,P236,PermaNet 3.0,30,Used last night,46,Attrited,NA,NA
22163,P238,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22164,P239,PermaNet 3.0,30,Not used last night,NA,Not in use,0,No
22165,P240,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22166,P241,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22167,P242,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22169,P244,PermaNet 3.0,30,Used last night,0,Attrited,NA,NA
22171,P246,PermaNet 3.0,30,Used last night,NA,Used last night,166,No
22172,P247,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22174,P249,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22176,P251,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22178,P253,PermaNet 3.0,30,Used last night,46,Attrited,NA,NA
22179,P254,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22180,P255,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22181,P256,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22182,P257,PermaNet 3.0,30,Used last night,NA,Used last night,467,No
22183,P258,PermaNet 3.0,30,Used last night,NA,Used last night,0,No
22184,P259,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22185,P260,PermaNet 3.0,30,Not in use,NA,Not in use,NA,No
22186,P261,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22187,P262,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22188,P263,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22189,P264,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22190,P265,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22191,P266,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22192,P267,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22194,P269,PermaNet 3.0,30,Not in use,NA,Used last night,NA,No
22195,P270,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22200,P275,PermaNet 3.0,30,Used last night,NA,Used last night,0,No
22201,P276,PermaNet 3.0,30,Not in use,NA,Not in use,NA,No
22202,P277,PermaNet 3.0,30,Used last night,NA,Used last night,0,No
22204,P279,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22205,P280,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22206,P281,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22207,P282,PermaNet 3.0,30,Not in use,52,Attrited,NA,NA
22209,P284,PermaNet 3.0,30,Not used last night,0,Attrited,NA,NA
22210,P285,PermaNet 3.0,30,Not in use,NA,Not in use,0,No
22211,P286,PermaNet 3.0,30,Used last night,NA,Not in use,NA,No
22214,P289,PermaNet 3.0,30,Not used last night,NA,Not in use,NA,No
22216,P291,PermaNet 3.0,30,Used last night,NA,Used last night,0,No
22217,P292,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22218,P293,PermaNet 3.0,30,Used last night,NA,Attrited,NA,No
22219,P294,PermaNet 3.0,30,Used last night,NA,Attrited,NA,No
22220,P625,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22221,P626,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22222,P627,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22224,P628,PermaNet 3.0,30,Used last night,NA,Used last night,1042,No
22226,P656,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22227,P657,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22232,P663,PermaNet 3.0,30,Not used last night,NA,Not in use,NA,No
22233,P664,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22234,P665,PermaNet 3.0,30,Used last night,NA,Attrited,NA,No
22235,P666,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22236,P667,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22237,P668,PermaNet 3.0,30,Not used last night,NA,Not in use,0,No
22238,P669,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22240,P671,PermaNet 3.0,30,Used last night,NA,Attrited,NA,No
22241,P672,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
22242,P673,PermaNet 3.0,30,Used last night,NA,Used last night,NA,No
