"","S_1","S_2","S_3","S_4","A","Month"
"2380",0.0324989552854708,0.18052585456879,0.0244897923442235,0.335143266979893,0.427342130821623,28.56
"2381",0.0324597721701458,0.18047765671221,0.0244602657655507,0.335100600429394,0.427501704922699,28.572
"2382",0.0324206362972132,0.180429465025317,0.024430774785783,0.335057882633247,0.427661241258439,28.584
"2383",0.0323815476097111,0.180381279521382,0.0244013193620031,0.33501511367779,0.427820739829114,28.596
"2384",0.032342506050746,0.180333100213638,0.0243718994513454,0.334972293649262,0.427980200635009,28.608
"2385",0.0323035115634934,0.180284927115289,0.024342515010996,0.334929422633802,0.42813962367642,28.62
"2386",0.0322645640911969,0.180236760239501,0.0243131659981925,0.334886500717449,0.428299008953661,28.632
"2387",0.0322256635771691,0.180188599599409,0.0242838523702242,0.334843527986144,0.428458356467055,28.644
"2388",0.0321868099647903,0.180140445208113,0.0242545740844316,0.334800504525726,0.42861766621694,28.656
"2389",0.0321480031975098,0.180092297078679,0.0242253310982068,0.334757430421937,0.428776938203667,28.668
"2390",0.0321092432188445,0.180044155224142,0.0241961233689933,0.334714305760419,0.428936172427601,28.68
"2391",0.0320705299723798,0.1799960196575,0.0241669508542858,0.334671130626714,0.42909536888912,28.692
"2392",0.032031863401769,0.179947890391721,0.0241378135116302,0.334627905106265,0.429254527588615,28.704
"2393",0.0319932434507333,0.179899767439737,0.0241087112986236,0.334584629284417,0.429413648526489,28.716
"2394",0.031954670063062,0.179851650814448,0.0240796441729142,0.334541303246415,0.429572731703161,28.728
