,Country,NetCode,NetID,Brand,Status.12,Status.24,Status.6,Status.18,Status.48,Status.30,Status.42,,
2515,Kenya,J302,J302,Dawaplus 2.0,LastNight,NotUse,LastNight,LastNight,NotUse,NotLastNight,LastNight,,
10210,Kenya,J303,J303,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,Removed,,
10211,Kenya,J304,J304,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,LastNight,NA,,
2516,Kenya,J305,J305,Dawaplus 2.0,NotUse,NA,LastNight,NotUse,NA,NA,NA,,
2517,Kenya,J306,J306,Dawaplus 2.0,NotUse,NotUse,NotUse,NotUse,NA,LastNight,NA,,
8101,Kenya,J307,J307,Dawaplus 2.0,LastNight,LastNight,LastNight,NotUse,NA,NotUse,NA,,
14143,Kenya,J308,J308,Dawaplus 2.0,NotUse,Attrited,LastNight,Attrited,Attrited,NotUse,Attrited,,
10212,Kenya,J309,J309,Dawaplus 2.0,NotUse,NotUse,LastNight,LastNight,LastNight,NotUse,LastNight,,
2518,Kenya,J310,J310,Dawaplus 2.0,LastNight,NotUse,NotUse,LastNight,NotUse,LastNight,LastNight,,
14144,Kenya,J311,J311,Dawaplus 2.0,Attrited,NA,LastNight,LastNight,NA,NA,NA,,
8102,Kenya,J312,J312,Dawaplus 2.0,LastNight,Attrited,NotUse,LastNight,LastNight,LastNight,LastNight,,
2519,Kenya,J313,J313,Dawaplus 2.0,LastNight,NotUse,LastNight,LastNight,Attrited,NotUse,NotUse,,
8103,Kenya,J314,J314,Dawaplus 2.0,NotUse,LastNight,NotUse,LastNight,Attrited,LastNight,NotUse,,
8104,Kenya,J315,J315,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,Attrited,Attrited,Attrited,,
8105,Kenya,J316,J316,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,Attrited,LastNight,Attrited,,
8106,Kenya,J317,J317,Dawaplus 2.0,Attrited,LastNight,NotUse,LastNight,Attrited,LastNight,Attrited,,
10213,Kenya,J318,J318,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,NA,NA,,
10214,Kenya,J319,J319,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,NA,NA,,
8107,Kenya,J320,J320,Dawaplus 2.0,LastNight,NA,LastNight,NA,NA,NA,NA,,
10215,Kenya,J321,J321,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,Removed,LastNight,Removed,,
10216,Kenya,J322,J322,Dawaplus 2.0,LastNight,NA,LastNight,NA,NA,NA,NA,,
10217,Kenya,J323,J323,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,,
10218,Kenya,J324,J324,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,LastNight,NA,,
2520,Kenya,J325,J325,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,NotUse,NA,,
10219,Kenya,J326,J326,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,LastNight,NA,,
10220,Kenya,J327,J327,Dawaplus 2.0,Attrited,LastNight,LastNight,Attrited,NA,LastNight,NA,,
2521,Kenya,J328,J328,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NotUse,LastNight,NotUse,,
10221,Kenya,J329,J329,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,Attrited,LastNight,Attrited,,
8108,Kenya,J330,J330,Dawaplus 2.0,LastNight,NotUse,LastNight,LastNight,NA,LastNight,NA,,
8109,Kenya,J331,J331,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,Attrited,LastNight,,
10222,Kenya,J332,J332,Dawaplus 2.0,LastNight,NA,LastNight,LastNight,NA,NA,NA,,
2522,Kenya,J333,J333,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,LastNight,NA,,
10223,Kenya,J334,J334,Dawaplus 2.0,NotUse,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,,
8110,Kenya,J335,J335,Dawaplus 2.0,NA,NotUse,LastNight,NotUse,NA,NotUse,NA,,
2523,Kenya,J336,J336,Dawaplus 2.0,NA,NotUse,LastNight,LastNight,Attrited,LastNight,Attrited,,
8111,Kenya,J337,J337,Dawaplus 2.0,LastNight,Attrited,NotUse,Attrited,Attrited,Attrited,Attrited,,
10224,Kenya,J338,J338,Dawaplus 2.0,NotUse,LastNight,LastNight,Attrited,LastNight,LastNight,Attrited,,
10225,Kenya,J339,J339,Dawaplus 2.0,NotLastNight,Attrited,LastNight,Attrited,Attrited,Attrited,Attrited,,
10226,Kenya,J340,J340,Dawaplus 2.0,LastNight,NA,LastNight,LastNight,NA,NA,NA,,
2524,Kenya,J341,J341,Dawaplus 2.0,LastNight,Attrited,LastNight,Attrited,Attrited,LastNight,Attrited,,
2525,Kenya,J342,J342,Dawaplus 2.0,NotUse,LastNight,LastNight,Attrited,Attrited,Removed,NotUse,,
2526,Kenya,J343,J343,Dawaplus 2.0,LastNight,LastNight,LastNight,NotUse,Attrited,Attrited,Attrited,,
14941,Kenya,J344,J344,Dawaplus 2.0,Attrited,Attrited,LastNight,Attrited,Attrited,Attrited,Attrited,,
10227,Kenya,J345,J345,Dawaplus 2.0,NotUse,LastNight,LastNight,LastNight,NA,LastNight,LastNight,,
11769,Kenya,J346,J346,Dawaplus 2.0,NA,NA,NotUse,NA,NA,NA,NA,,
2527,Kenya,J347,J347,Dawaplus 2.0,LastNight,LastNight,LastNight,NotUse,NA,Removed,NA,,
2528,Kenya,J348,J348,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,Attrited,Removed,Removed,,
2529,Kenya,J349,J349,Dawaplus 2.0,NotUse,NotUse,NotUse,NotUse,Attrited,NotUse,Attrited,,
2530,Kenya,J350,J350,Dawaplus 2.0,NotUse,NotUse,LastNight,NotUse,LastNight,LastNight,NotUse,,
10228,Kenya,J351,J351,Dawaplus 2.0,NA,NA,LastNight,NA,NA,NA,NA,,
8112,Kenya,J352,J352,Dawaplus 2.0,LastNight,LastNight,LastNight,NotLastNight,LastNight,LastNight,Attrited,,
8113,Kenya,J353,J353,Dawaplus 2.0,NotUse,LastNight,LastNight,LastNight,Attrited,LastNight,Attrited,,
14145,Kenya,J354,J354,Dawaplus 2.0,Attrited,NA,Removed,LastNight,NA,NA,NA,,
10229,Kenya,J355,J355,Dawaplus 2.0,NA,NA,LastNight,NA,NA,NA,NA,,
10230,Kenya,J356,J356,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,,
10231,Kenya,J357,J357,Dawaplus 2.0,NotUse,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,,
10232,Kenya,J358,J358,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,,
11770,Kenya,J359,J359,Dawaplus 2.0,Attrited,LastNight,NotUse,LastNight,LastNight,LastNight,LastNight,,
18611,Kenya,J360,J360,Dawaplus 2.0,Attrited,Attrited,Attrited,Attrited,Removed,Removed,Removed,,
10233,Kenya,J361,J361,Dawaplus 2.0,Attrited,Attrited,LastNight,Attrited,Removed,Attrited,Attrited,,
2531,Kenya,J362,J362,Dawaplus 2.0,LastNight,NotUse,LastNight,LastNight,Removed,LastNight,NotUse,,
10234,Kenya,J363,J363,Dawaplus 2.0,NotUse,LastNight,LastNight,Attrited,LastNight,NotUse,Attrited,,
2532,Kenya,J364,J364,Dawaplus 2.0,NotUse,LastNight,LastNight,Attrited,NotUse,NotUse,NotUse,,
10235,Kenya,J365,J365,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,,
2533,Kenya,J366,J366,Dawaplus 2.0,NotUse,NotUse,NotLastNight,NotUse,NA,NotUse,NA,,
10236,Kenya,J367,J367,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,Removed,NotUse,LastNight,,
10237,Kenya,J368,J368,Dawaplus 2.0,NotUse,NotUse,NotUse,Removed,NA,LastNight,NA,,
10238,Kenya,J369,J369,Dawaplus 2.0,NotLastNight,LastNight,LastNight,LastNight,Attrited,NotUse,NotUse,,
2534,Kenya,J370,J370,Dawaplus 2.0,NotUse,NotUse,LastNight,NotLastNight,NotUse,LastNight,Removed,,
10239,Kenya,J371,J371,Dawaplus 2.0,NotUse,NA,LastNight,NA,NA,NA,NA,,
14146,Kenya,J375,J375,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,LastNight,NA,,
2535,Kenya,J381,J381,Dawaplus 2.0,LastNight,LastNight,LastNight,NotLastNight,NA,NotUse,NotUse,,
13578,Kenya,J382,J382,Dawaplus 2.0,NA,NA,NotLastNight,NA,NA,NA,NA,,
2536,Kenya,J383,J383,Dawaplus 2.0,NA,LastNight,LastNight,NotLastNight,NA,LastNight,NotLastNight,,
10240,Kenya,J384,J384,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,NotLastNight,NA,,
10241,Kenya,J385,J385,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,,
2537,Kenya,J386,J386,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,NotLastNight,,
11771,Kenya,J387,J387,Dawaplus 2.0,NA,NA,NotUse,NA,NA,NA,NA,,
18780,Kenya,J388,J388,Dawaplus 2.0,Removed,Removed,Removed,Removed,Removed,Removed,Removed,,
10242,Kenya,J390,J390,Dawaplus 2.0,NA,LastNight,LastNight,NA,Attrited,Unclear,Attrited,,
10243,Kenya,J391,J391,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,,
2538,Kenya,J392,J392,Dawaplus 2.0,NotLastNight,NotLastNight,NotLastNight,NotLastNight,LastNight,LastNight,NotLastNight,,
10244,Kenya,J393,J393,Dawaplus 2.0,NotLastNight,Attrited,LastNight,Removed,Removed,Removed,Removed,,
8114,Kenya,J394,J394,Dawaplus 2.0,NotLastNight,Removed,NotLastNight,Removed,Removed,Removed,Removed,,
10245,Kenya,J395,J395,Dawaplus 2.0,NotLastNight,Removed,NotLastNight,LastNight,Removed,Attrited,Removed,,
2539,Kenya,J396,J396,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NotUse,NotLastNight,NotLastNight,,
18612,Kenya,J400,J400,Dawaplus 2.0,Attrited,Attrited,Removed,Attrited,Attrited,Attrited,Attrited,,
10246,Kenya,J415,J415,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NotLastNight,LastNight,LastNight,,
10247,Kenya,J416,J416,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,LastNight,NA,,
14147,Kenya,J417,J417,Dawaplus 2.0,Removed,Removed,NotLastNight,Removed,Unclear,Removed,NotLastNight,,
8115,Kenya,J418,J418,Dawaplus 2.0,LastNight,NA,LastNight,NA,NA,NA,NA,,
8116,Kenya,J419,J419,Dawaplus 2.0,LastNight,NA,LastNight,NA,NA,NA,NA,,
18781,Kenya,J420,J420,Dawaplus 2.0,Removed,Removed,Removed,Removed,Removed,Removed,Removed,,
10248,Kenya,J421,J421,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,,
2540,Kenya,J422,J422,Dawaplus 2.0,NotLastNight,NotUse,NotLastNight,LastNight,LastNight,NotLastNight,NotLastNight,,
2541,Kenya,J423,J423,Dawaplus 2.0,NotLastNight,NA,NotUse,NA,NA,NA,NA,,
2542,Kenya,J424,J424,Dawaplus 2.0,NotLastNight,LastNight,NotLastNight,NotLastNight,NotLastNight,NotLastNight,LastNight,,
2543,Kenya,J425,J425,Dawaplus 2.0,NotLastNight,NotUse,NotLastNight,NotLastNight,LastNight,LastNight,LastNight,,
2544,Kenya,J426,J426,Dawaplus 2.0,NotLastNight,LastNight,NotUse,LastNight,LastNight,LastNight,NotLastNight,,
10249,Kenya,J427,J427,Dawaplus 2.0,LastNight,NotLastNight,LastNight,NotLastNight,NA,NotLastNight,NA,,
10250,Kenya,J428,J428,Dawaplus 2.0,LastNight,NA,NotLastNight,LastNight,NA,NA,NA,,
8117,Kenya,J429,J429,Dawaplus 2.0,NotLastNight,Removed,NotUse,LastNight,LastNight,NotLastNight,Removed,,
10251,Kenya,J430,J430,Dawaplus 2.0,NA,NA,LastNight,NA,NA,NA,NA,,
10252,Kenya,J431,J431,Dawaplus 2.0,NotLastNight,Attrited,LastNight,Removed,Attrited,Attrited,Attrited,,
10253,Kenya,J432,J432,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,,
10254,Kenya,J433,J433,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,,
10255,Kenya,J434,J434,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,LastNight,LastNight,,
10256,Kenya,J435,J435,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,,
2545,Kenya,J436,J436,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NotUse,LastNight,NotUse,,
10257,Kenya,J437,J437,Dawaplus 2.0,LastNight,Attrited,LastNight,LastNight,Attrited,Attrited,Attrited,,
2546,Kenya,J438,J438,Dawaplus 2.0,LastNight,NotLastNight,LastNight,NotLastNight,NA,LastNight,NA,,
10258,Kenya,J439,J439,Dawaplus 2.0,LastNight,NA,LastNight,LastNight,NA,NA,NA,,
2547,Kenya,J440,J440,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,LastNight,NotLastNight,LastNight,,
10259,Kenya,J441,J441,Dawaplus 2.0,LastNight,LastNight,LastNight,NotLastNight,NA,LastNight,NA,,
2548,Kenya,J442,J442,Dawaplus 2.0,LastNight,NotUse,LastNight,LastNight,LastNight,LastNight,NotLastNight,,
2549,Kenya,J443,J443,Dawaplus 2.0,LastNight,LastNight,LastNight,NotLastNight,NA,NotLastNight,NA,,
2550,Kenya,J444,J444,Dawaplus 2.0,LastNight,LastNight,Removed,LastNight,NotUse,NotUse,NotLastNight,,
10260,Kenya,J445,J445,Dawaplus 2.0,NA,NA,LastNight,NA,NA,NA,NA,,
11772,Kenya,J446,J446,Dawaplus 2.0,Removed,Removed,NotUse,Removed,Removed,Removed,Removed,,
2551,Kenya,J447,J447,Dawaplus 2.0,LastNight,Removed,LastNight,LastNight,NA,NotUse,NA,,
10261,Kenya,J448,J448,Dawaplus 2.0,LastNight,NA,LastNight,NA,NA,NA,NA,,
2552,Kenya,J449,J449,Dawaplus 2.0,NotLastNight,NotUse,NotUse,NotLastNight,NA,LastNight,NA,,
2553,Kenya,J450,J450,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,NotLastNight,NA,,
10262,Kenya,J451,J451,Dawaplus 2.0,LastNight,LastNight,NotLastNight,LastNight,LastNight,LastNight,LastNight,,
10263,Kenya,J452,J452,Dawaplus 2.0,LastNight,LastNight,NotLastNight,LastNight,NA,NotLastNight,LastNight,,
10264,Kenya,J453,J453,Dawaplus 2.0,NotLastNight,NA,LastNight,LastNight,NA,NA,NA,,
10265,Kenya,J454,J454,Dawaplus 2.0,Removed,Removed,NotLastNight,NotUse,NotLastNight,Removed,LastNight,,
2554,Kenya,J455,J455,Dawaplus 2.0,NotLastNight,LastNight,NotLastNight,LastNight,LastNight,NotLastNight,LastNight,,
2555,Kenya,J456,J456,Dawaplus 2.0,NotLastNight,LastNight,NotUse,LastNight,NA,NotLastNight,NA,,
2556,Kenya,J457,J457,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NotLastNight,LastNight,NotLastNight,,
8118,Kenya,J458,J458,Dawaplus 2.0,NotLastNight,NotUse,LastNight,NotLastNight,LastNight,LastNight,LastNight,,
10266,Kenya,J459,J459,Dawaplus 2.0,LastNight,LastNight,NotLastNight,LastNight,NA,LastNight,LastNight,,
2557,Kenya,J460,J460,Dawaplus 2.0,LastNight,NotLastNight,LastNight,NotLastNight,NA,LastNight,NotLastNight,,
2558,Kenya,J461,J461,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NotLastNight,LastNight,NotLastNight,,
8119,Kenya,J462,J462,Dawaplus 2.0,NA,LastNight,LastNight,NA,Attrited,LastNight,Attrited,,
8120,Kenya,J463,J463,Dawaplus 2.0,NotLastNight,Removed,NotLastNight,Attrited,Removed,Removed,Removed,,
14148,Kenya,J464,J464,Dawaplus 2.0,NotLastNight,Removed,NA,Attrited,Removed,Removed,Removed,,
10267,Kenya,J465,J465,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,LastNight,NA,,
10268,Kenya,J466,J466,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,NA,NA,,
2559,Kenya,J467,J467,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,Removed,NotUse,,
2560,Kenya,J468,J468,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,NotLastNight,NA,,
2561,Kenya,J469,J469,Dawaplus 2.0,NotLastNight,NotUse,NotUse,NotLastNight,NotLastNight,NotLastNight,NotLastNight,,
10269,Kenya,J470,J470,Dawaplus 2.0,NA,NA,LastNight,NA,NA,NA,NA,,
11773,Kenya,J471,J471,Dawaplus 2.0,Attrited,Removed,NotUse,Removed,Removed,Attrited,Removed,,
2562,Kenya,J472,J472,Dawaplus 2.0,Removed,NotLastNight,NotLastNight,Removed,LastNight,Removed,LastNight,,
10270,Kenya,J473,J473,Dawaplus 2.0,Removed,Removed,NotUse,Removed,Removed,Removed,Removed,,
2563,Kenya,J474,J474,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,Removed,LastNight,,
10271,Kenya,J475,J475,Dawaplus 2.0,Removed,Removed,NotLastNight,Removed,Removed,Removed,Removed,,
10272,Kenya,J476,J476,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,LastNight,LastNight,,
2564,Kenya,J477,J477,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,Removed,NA,,
2565,Kenya,J478,J478,Dawaplus 2.0,Attrited,LastNight,NotUse,NotLastNight,LastNight,LastNight,NotUse,,
18613,Kenya,J479,J479,Dawaplus 2.0,Removed,Attrited,Removed,Removed,Removed,Removed,Removed,,
10273,Kenya,J490,J490,Dawaplus 2.0,LastNight,LastNight,NA,NotLastNight,NA,LastNight,NA,,
2566,Kenya,J510,J510,Dawaplus 2.0,NotUse,LastNight,NotUse,NotUse,NA,NotUse,NA,,
2567,Kenya,J511,J511,Dawaplus 2.0,NotUse,NotUse,LastNight,NotUse,Attrited,NotUse,Attrited,,
10274,Kenya,J515,J515,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,Attrited,LastNight,Attrited,,
12327,Kenya,J516,J516,Dawaplus 2.0,LastNight,LastNight,NotLastNight,LastNight,LastNight,LastNight,LastNight,,
2568,Kenya,J517,J517,Dawaplus 2.0,LastNight,NotUse,LastNight,LastNight,NA,NA,NA,,
2569,Kenya,J518,J518,Dawaplus 2.0,NotUse,NotUse,NotUse,LastNight,LastNight,LastNight,NotUse,,
2570,Kenya,J519,J519,Dawaplus 2.0,NotUse,Removed,LastNight,LastNight,Attrited,NotUse,Attrited,,
2571,Kenya,J520,J520,Dawaplus 2.0,NotUse,LastNight,NotUse,LastNight,LastNight,Removed,NotUse,,
2572,Kenya,J521,J521,Dawaplus 2.0,Attrited,NotUse,Removed,LastNight,LastNight,LastNight,NotUse,,
2573,Kenya,J522,J522,Dawaplus 2.0,Removed,NotUse,Unclear,LastNight,Attrited,LastNight,NotUse,,
2574,Kenya,J523,J523,Dawaplus 2.0,LastNight,NotUse,LastNight,LastNight,NotUse,LastNight,NotUse,,
2575,Kenya,J524,J524,Dawaplus 2.0,Attrited,NotUse,Unclear,LastNight,LastNight,LastNight,NotUse,,
11774,Kenya,J525,J525,Dawaplus 2.0,LastNight,LastNight,NotUse,LastNight,Attrited,LastNight,Attrited,,
2576,Kenya,J526,J526,Dawaplus 2.0,NotUse,NA,LastNight,NotUse,NA,NA,NA,,
2577,Kenya,J527,J527,Dawaplus 2.0,NotUse,LastNight,NotUse,LastNight,LastNight,LastNight,NotUse,,
10275,Kenya,J528,J528,Dawaplus 2.0,NotUse,LastNight,NotUse,LastNight,LastNight,LastNight,LastNight,,
2578,Kenya,J529,J529,Dawaplus 2.0,NotUse,Removed,NotUse,NotUse,NotUse,LastNight,Attrited,,
14942,Kenya,J530,J530,Dawaplus 2.0,NA,NA,LastNight,NA,NA,NA,NA,,
11775,Kenya,J531,J531,Dawaplus 2.0,LastNight,LastNight,NotUse,LastNight,NA,NA,NA,,
2579,Kenya,J532,J532,Dawaplus 2.0,NotUse,LastNight,NotUse,NotUse,LastNight,LastNight,LastNight,,
11776,Kenya,J533,J533,Dawaplus 2.0,NA,NA,LastNight,NA,NA,NA,NA,,
10276,Kenya,J534,J534,Dawaplus 2.0,LastNight,NA,LastNight,NA,NA,NA,NA,,
8121,Kenya,J535,J535,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,NA,NA,,
2580,Kenya,J536,J536,Dawaplus 2.0,NotUse,LastNight,LastNight,NotUse,Attrited,Attrited,LastNight,,
12582,Kenya,J537,J537,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,LastNight,LastNight,,
12583,Kenya,J538,J538,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,,
11777,Kenya,J539,J539,Dawaplus 2.0,LastNight,NA,NotUse,NA,NA,NA,NA,,
11778,Kenya,J540,J540,Dawaplus 2.0,LastNight,LastNight,NotUse,LastNight,Attrited,LastNight,Attrited,,
11779,Kenya,J541,J541,Dawaplus 2.0,NA,LastNight,LastNight,NA,NA,LastNight,LastNight,,
10277,Kenya,J542,J542,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,,
11780,Kenya,J543,J543,Dawaplus 2.0,LastNight,LastNight,NotUse,LastNight,LastNight,LastNight,LastNight,,
11781,Kenya,J544,J544,Dawaplus 2.0,LastNight,LastNight,NotUse,LastNight,LastNight,LastNight,Attrited,,
10278,Kenya,J545,J545,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,Attrited,LastNight,LastNight,,
10279,Kenya,J546,J546,Dawaplus 2.0,NotUse,NA,NotLastNight,NA,NA,NA,NA,,
8122,Kenya,J547,J547,Dawaplus 2.0,NotUse,LastNight,LastNight,LastNight,NA,LastNight,LastNight,,
8123,Kenya,J548,J548,Dawaplus 2.0,LastNight,NA,LastNight,LastNight,NA,NA,NA,,
10280,Kenya,J549,J549,Dawaplus 2.0,LastNight,Removed,LastNight,NA,LastNight,Removed,LastNight,,
11782,Kenya,J550,J550,Dawaplus 2.0,NA,NA,NotUse,NA,NA,NA,NA,,
11783,Kenya,J551,J551,Dawaplus 2.0,NA,NA,NotUse,NA,NA,NA,NA,,
11784,Kenya,J552,J552,Dawaplus 2.0,LastNight,LastNight,NotUse,LastNight,NA,LastNight,NA,,
11785,Kenya,J553,J553,Dawaplus 2.0,LastNight,LastNight,NotUse,LastNight,NA,LastNight,NA,,
10281,Kenya,J554,J554,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,,
2581,Kenya,J555,J555,Dawaplus 2.0,NotUse,LastNight,LastNight,NotUse,Attrited,LastNight,Attrited,,
2582,Kenya,J556,J556,Dawaplus 2.0,NotUse,NotUse,NotUse,NotUse,NA,NA,NA,,
14149,Kenya,J557,J557,Dawaplus 2.0,LastNight,LastNight,NotLastNight,LastNight,NA,NA,NA,,
2583,Kenya,J558,J558,Dawaplus 2.0,NotUse,LastNight,NotUse,NotUse,NA,NotLastNight,LastNight,,
8124,Kenya,J559,J559,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,Attrited,LastNight,Attrited,,
14943,Kenya,J560,J560,Dawaplus 2.0,Removed,LastNight,Attrited,Removed,Attrited,LastNight,Removed,,
12584,Kenya,J561,J561,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,LastNight,NA,,
14150,Kenya,J562,J562,Dawaplus 2.0,LastNight,NA,Removed,NA,NA,NA,NA,,
10282,Kenya,J563,J563,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,Attrited,LastNight,Attrited,,
12585,Kenya,J564,J564,Dawaplus 2.0,LastNight,LastNight,Removed,LastNight,LastNight,LastNight,Attrited,,
12586,Kenya,J565,J565,Dawaplus 2.0,LastNight,LastNight,Removed,LastNight,LastNight,LastNight,Attrited,,
13579,Kenya,J566,J566,Dawaplus 2.0,LastNight,NA,LastNight,LastNight,NA,NA,NA,,
2584,Kenya,J567,J567,Dawaplus 2.0,NotUse,NotUse,NotLastNight,Removed,LastNight,LastNight,Attrited,,
10283,Kenya,J568,J568,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,LastNight,NA,,
2585,Kenya,J569,J569,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,Attrited,LastNight,NotUse,,
2586,Kenya,J900,J900,Dawaplus 2.0,LastNight,NA,NotLastNight,Removed,NA,Attrited,NotUse,,
14364,Kenya,J901,J901,Dawaplus 2.0,LastNight,NA,LastNight,NA,NA,NA,NA,,
2587,Kenya,J902,J902,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,Attrited,LastNight,NotUse,,
14151,Kenya,J903,J903,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,LastNight,NA,,
12328,Kenya,J904,J904,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,LastNight,,
11786,Kenya,J905,J905,Dawaplus 2.0,LastNight,Attrited,NotLastNight,LastNight,Attrited,Attrited,Attrited,,
11787,Kenya,J906,J906,Dawaplus 2.0,LastNight,Attrited,NotLastNight,LastNight,Attrited,Attrited,Attrited,,
11788,Kenya,J907,J907,Dawaplus 2.0,LastNight,Attrited,NotLastNight,LastNight,Attrited,Attrited,Attrited,,
11789,Kenya,J908,J908,Dawaplus 2.0,NA,NA,NotUse,NA,NA,NA,NA,,
14152,Kenya,J909,J909,Dawaplus 2.0,LastNight,Attrited,LastNight,LastNight,Attrited,Attrited,Attrited,,
2588,Kenya,J910,J910,Dawaplus 2.0,LastNight,NotUse,LastNight,LastNight,LastNight,LastNight,LastNight,,
10284,Kenya,J911,J911,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,LastNight,LastNight,,
14153,Kenya,J912,J912,Dawaplus 2.0,LastNight,Attrited,LastNight,LastNight,Attrited,Attrited,Attrited,,
11790,Kenya,J913,J913,Dawaplus 2.0,LastNight,Attrited,NotLastNight,LastNight,Attrited,Attrited,Attrited,,
2589,Kenya,J914,J914,Dawaplus 2.0,Removed,NotUse,Removed,NotUse,Attrited,Attrited,Removed,,
11791,Kenya,J915,J915,Dawaplus 2.0,NA,NA,NotLastNight,NA,NA,NA,NA,,
14154,Kenya,J916,J916,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,LastNight,NA,,
2590,Kenya,J917,J917,Dawaplus 2.0,LastNight,LastNight,Removed,NotUse,Attrited,LastNight,Removed,,
2591,Kenya,J918,J918,Dawaplus 2.0,NotUse,LastNight,NotUse,LastNight,NA,LastNight,NotUse,,
10285,Kenya,J919,J919,Dawaplus 2.0,NotUse,LastNight,NotUse,LastNight,LastNight,LastNight,Removed,,
8125,Kenya,J920,J920,Dawaplus 2.0,NotUse,NotUse,LastNight,LastNight,NA,LastNight,NA,,
10286,Kenya,J921,J921,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,LastNight,NA,,
8126,Kenya,J922,J922,Dawaplus 2.0,NotUse,LastNight,NotUse,LastNight,LastNight,LastNight,Attrited,,
