,Country,NetCode,NetID,Brand,Status.12,Status.24,Status.6,Status.18,Status.48,Status.30,Status.42,,
1182,Benin,5/ALOB004,5/ALO,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1184,Benin,5/DAM,5/DAM,Olyset,NA,NA,NA,NotLastNight,NA,NA,NA,,
1183,Benin,5/DAMC004,5/DAM,Olyset,NotLastNight,NotLastNight,NotLastNight,NA,NA,NA,NA,,
19362,Benin,5/DON,5/DON,Olyset,Removed,NA,NA,NA,NA,NA,NA,,
1185,Benin,5/DONB304,5/DON,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1186,Benin,5/GALD304,5/GAL,Olyset,NotLastNight,NotLastNight,NotLastNight,NotLastNight,NA,NA,NA,,
19237,Benin,5/GBO,5/GBO,Olyset,NA,Attrited,NA,NA,NA,NA,NA,,
1187,Benin,5/GBOB104,5/GBO,Olyset,NotLastNight,NA,NotLastNight,NA,NA,NA,NA,,
1188,Benin,5/GLAA439,5/GLA,Olyset,NotLastNight,NotLastNight,NotLastNight,NA,NA,NA,NA,,
1190,Benin,5/GLH,5/GLH,Olyset,NA,NA,NA,NotLastNight,NA,NA,NA,,
1189,Benin,5/GLHA274,5/GLH,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
19238,Benin,5/GLL,5/GLL,Olyset,NA,NA,Attrited,Attrited,NA,NA,NA,,
19730,Benin,5/GSS,5/GSS,Olyset,Removed,NA,NA,NA,NA,NA,NA,,
1191,Benin,5/GSSC104,5/GSS,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1193,Benin,5/HS,5/HS,Olyset,NotLastNight,NA,NA,Attrited,NA,NA,NA,,
1192,Benin,5/HSA329,5/HSA,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1195,Benin,5/KCH,5/KCH,Olyset,NA,LastNight,NA,NotLastNight,NA,NA,NA,,
1194,Benin,5/KCHD104,5/KCH,Olyset,NotLastNight,NA,NotLastNight,NA,NA,NA,NA,,
1181,Benin,5/ KEFC205,5/KEF,Olyset,NotLastNight,NA,NA,NA,NA,NA,NA,,
1197,Benin,5/KEF,5/KEF,Olyset,LastNight,NotLastNight,NA,NotLastNight,NA,NA,NA,,
1196,Benin,5/KEFC204,5/KEF,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1199,Benin,5/KES,5/KES,Olyset,NotLastNight,NA,NA,Attrited,NA,NA,NA,,
1198,Benin,5/KESA159,5/KES,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1201,Benin,5/KOD,5/KOD,Olyset,NA,NotLastNight,NA,NotLastNight,NA,NA,NA,,
1200,Benin,5/KODA004,5/KOD,Olyset,NotLastNight,NA,NotLastNight,NA,NA,NA,NA,,
1202,Benin,5/KOT,5/KOT,Olyset,Removed,NA,NotLastNight,NA,NA,NA,NA,,
19731,Benin,5/KSK,5/KSK,Olyset,Removed,NA,NA,NA,NA,NA,NA,,
1203,Benin,5/KSKC404,5/KSK,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
19732,Benin,5/PED,5/PED,Olyset,Removed,NA,NA,NA,NA,NA,NA,,
1204,Benin,5/PEDC304,5/PED,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1206,Benin,5/TOK,5/TOK,Olyset,NA,NotLastNight,NA,NA,NA,NA,NA,,
1205,Benin,5/TOKB404,5/TOK,Olyset,NotLastNight,NA,NA,NA,NA,NA,NA,,
19517,Benin,5/WOY,5/WOY,Olyset,NA,NA,Removed,NA,NA,NA,NA,,
19733,Benin,50/AHI,50/AHI,Olyset,Removed,NA,NA,NA,NA,NA,NA,,
19518,Benin,50/ALO,50/ALO,Olyset,NA,NA,Removed,NA,NA,NA,NA,,
19734,Benin,50/DAM,50/DAM,Olyset,Removed,NA,NA,NA,NA,NA,NA,,
19735,Benin,50/DOG,50/DOG,Olyset,Removed,NA,NA,NA,NA,NA,NA,,
1207,Benin,50/DOGB249,50/DOG,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1209,Benin,50/DON,50/DON,Olyset,NA,NotLastNight,NA,NotLastNight,NA,NA,NA,,
1208,Benin,50/DONB349,50/DON,Olyset,NotLastNight,NA,NA,NA,NA,NA,NA,,
1211,Benin,50/GAL,50/GAL,Olyset,NotLastNight,NotLastNight,NA,NotLastNight,NA,NA,NA,,
1210,Benin,50/GALD349,50/GAL,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1212,Benin,50/GBO,50/GBO,Olyset,LastNight,Removed,NotLastNight,NA,NA,NA,NA,,
1214,Benin,50/GLA,50/GLA,Olyset,NotLastNight,NotLastNight,NA,NotLastNight,NA,NA,NA,,
1213,Benin,50/GLAA484,50/GLA,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1216,Benin,50/GLL,50/GLL,Olyset,NotLastNight,Attrited,NA,NotLastNight,NA,NA,NA,,
1215,Benin,50/GLLD449,50/GLL,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1218,Benin,50/GSS,50/GSS,Olyset,NA,NotLastNight,NA,NotLastNight,NA,NA,NA,,
1217,Benin,50/GSSC149,50/GSS,Olyset,LastNight,NA,NotLastNight,NA,NA,NA,NA,,
1219,Benin,50/HS,50/HS,Olyset,Attrited,NA,NotLastNight,NA,NA,NA,NA,,
19736,Benin,50/HSZ,50/HSZ,Olyset,NA,NA,NA,Removed,NA,NA,NA,,
15191,Benin,50/HSZA319,50/HSZ,Olyset,NA,NA,LastNight,NA,NA,NA,NA,,
19239,Benin,50/KCH,50/KCH,Olyset,Attrited,NA,NA,NA,NA,NA,NA,,
1220,Benin,50/KCHD149,50/KCH,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
19737,Benin,50/KEF,50/KEF,Olyset,NA,Removed,NA,NA,NA,NA,NA,,
1221,Benin,50/KEFC249,50/KEF,Olyset,NotLastNight,NA,NotLastNight,NotLastNight,NA,NA,NA,,
1222,Benin,50/KES,50/KES,Olyset,NotLastNight,NA,NotLastNight,NA,NA,NA,NA,,
1223,Benin,50/KOD,50/KOD,Olyset,NotLastNight,NotLastNight,LastNight,NA,NA,NA,NA,,
1224,Benin,50/KODA049,50/KOD,Olyset,NA,NA,NA,NotLastNight,NA,NA,NA,,
1225,Benin,50/KOT,50/KOT,Olyset,NotLastNight,NotLastNight,NA,NotLastNight,NA,NA,NA,,
19240,Benin,50/KSK,50/KSK,Olyset,NA,NA,NA,Attrited,NA,NA,NA,,
1226,Benin,50/KSKC449,50/KSK,Olyset,NotLastNight,NA,NotLastNight,NA,NA,NA,NA,,
1228,Benin,50/PED,50/PED,Olyset,NA,Attrited,NA,NotLastNight,NA,NA,NA,,
1227,Benin,50/PEDC349,50/PED,Olyset,LastNight,NA,NotLastNight,NA,NA,NA,NA,,
1229,Benin,50/TOK,50/TOK,Olyset,NotLastNight,NA,NotLastNight,Removed,NA,NA,NA,,
19519,Benin,50/WOY,50/WOY,Olyset,NA,NA,Removed,NA,NA,NA,NA,,
1230,Benin,50B/KOD,50B/KO,Olyset,NA,NotLastNight,NotLastNight,NotLastNight,NA,NA,NA,,
19738,Benin,51/DAM,51/DAM,Olyset,NA,NA,NA,Removed,NA,NA,NA,,
1231,Benin,51/DAMC050,51/DAM,Olyset,NotLastNight,NA,NotLastNight,NA,NA,NA,NA,,
1232,Benin,51/DOD,51/DOD,Olyset,NotLastNight,NotLastNight,NotLastNight,NA,NA,NA,NA,,
17908,Benin,51/DODB150,51/DOD,Olyset,NA,NA,NA,LastNight,NA,NA,NA,,
1234,Benin,51/GAL,51/GAL,Olyset,NA,LastNight,NA,NotLastNight,NA,NA,NA,,
1233,Benin,51/GALD350,51/GAL,Olyset,NotLastNight,NA,NotLastNight,NA,NA,NA,NA,,
19739,Benin,51/GBE,51/GBE,Olyset,Removed,NA,NA,NA,NA,NA,NA,,
1235,Benin,51/GBEB250,51/GBE,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
19520,Benin,51/GLA,51/GLA,Olyset,NA,NA,Removed,NA,NA,NA,NA,,
19241,Benin,51/GLH,51/GLH,Olyset,Attrited,NA,NA,NA,NA,NA,NA,,
1236,Benin,51/GLHA220,51/GLH,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1237,Benin,51/GLLD450,51/GLL,Olyset,NotLastNight,NA,NotLastNight,NotLastNight,NA,NA,NA,,
1239,Benin,51/GSS,51/GSS,Olyset,NA,NA,NA,NotLastNight,NA,NA,NA,,
1238,Benin,51/GSSC150,51/GSS,Olyset,NotLastNight,NotLastNight,NotLastNight,NA,NA,NA,NA,,
19242,Benin,51/HS,51/HS,Olyset,NA,Attrited,NA,NA,NA,NA,NA,,
1240,Benin,51/KCH,51/KCH,Olyset,NotLastNight,NA,NotLastNight,Attrited,NA,NA,NA,,
1242,Benin,51/KEF,51/KEF,Olyset,NotLastNight,NA,NA,NA,NA,NA,NA,,
1241,Benin,51/KEFC250,51/KEF,Olyset,NA,NA,NotLastNight,LastNight,NA,NA,NA,,
19407,Benin,51/KES,51/KES,Olyset,Attrited,NA,NA,NA,NA,NA,NA,,
15192,Benin,51/KESA101,51/KES,Olyset,NA,NA,LastNight,NA,NA,NA,NA,,
1243,Benin,51/KOD,51/KOD,Olyset,NotLastNight,NA,Attrited,NA,NA,NA,NA,,
14673,Benin,51/KOT,51/KOT,Olyset,NA,LastNight,NA,NA,NA,NA,NA,,
1244,Benin,51/KOTD050,51/KOT,Olyset,NotLastNight,NA,NotLastNight,NA,NA,NA,NA,,
1246,Benin,51/KSK,51/KSK,Olyset,NotLastNight,NotLastNight,NA,NotLastNight,NA,NA,NA,,
1245,Benin,51/KSKC450,51/KSK,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1248,Benin,51/PED,51/PED,Olyset,NotLastNight,NA,NA,NotLastNight,NA,NA,NA,,
1247,Benin,51/PEDC350,51/PED,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
19243,Benin,51/TOG,51/TOG,Olyset,NA,NA,Attrited,NA,NA,NA,NA,,
1249,Benin,51/WOY,51/WOY,Olyset,NotLastNight,NA,LastNight,Removed,NA,NA,NA,,
1251,Benin,51/ZEB,51/ZEB,Olyset,NotLastNight,NotLastNight,NA,LastNight,NA,NA,NA,,
1250,Benin,51/ZEBB450,51/ZEB,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
19244,Benin,52/DAM,52/DAM,Olyset,NA,NA,NA,Attrited,NA,NA,NA,,
1252,Benin,52/DAMC051,52/DAM,Olyset,NotLastNight,NA,NotLastNight,NA,NA,NA,NA,,
1253,Benin,52/DODB151,52/DOD,Olyset,NotLastNight,NA,NotLastNight,NotLastNight,NA,NA,NA,,
1255,Benin,52/GAL,52/GAL,Olyset,NotLastNight,NotLastNight,NA,LastNight,NA,NA,NA,,
1254,Benin,52/GALD351,52/GAL,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
19740,Benin,52/GBE,52/GBE,Olyset,NA,Removed,NA,NA,NA,NA,NA,,
1256,Benin,52/GBEB251,52/GBE,Olyset,NotLastNight,NA,NotLastNight,NotLastNight,NA,NA,NA,,
1258,Benin,52/GLA,52/GLA,Olyset,NotLastNight,NotLastNight,NA,NotLastNight,NA,NA,NA,,
1257,Benin,52/GLAA206,52/GLA,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
19741,Benin,52/GLH,52/GLH,Olyset,Removed,NA,NA,NA,NA,NA,NA,,
1259,Benin,52/GLHA221,52/GLH,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
19245,Benin,52/GLL,52/GLL,Olyset,NA,NA,NA,Attrited,NA,NA,NA,,
17886,Benin,52/GLLD3451,52/GLL,Olyset,NA,NA,LastNight,NA,NA,NA,NA,,
1260,Benin,52/GLLD451,52/GLL,Olyset,NotLastNight,NA,NA,NA,NA,NA,NA,,
1261,Benin,52/GSSC151,52/GSS,Olyset,NotLastNight,NotLastNight,NotLastNight,NotLastNight,NA,NA,NA,,
1262,Benin,52/HSA381,52/HSA,Olyset,LastNight,NotLastNight,NotLastNight,NotLastNight,NA,NA,NA,,
1264,Benin,52/KCH,52/KCH,Olyset,NA,NotLastNight,NA,NotLastNight,NA,NA,NA,,
1263,Benin,52/KCHD151,52/KCH,Olyset,NotLastNight,NA,LastNight,NA,NA,NA,NA,,
1266,Benin,52/KEF,52/KEF,Olyset,NA,NotLastNight,NA,LastNight,NA,NA,NA,,
1265,Benin,52/KEFC251,52/KEF,Olyset,NotLastNight,NA,NotLastNight,NA,NA,NA,NA,,
1267,Benin,52/KESA102,52/KES,Olyset,NA,LastNight,NotLastNight,NotLastNight,NA,NA,NA,,
1268,Benin,52/KOD,52/KOD,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
14674,Benin,52/KODA102,52/KOD,Olyset,LastNight,NA,NA,NA,NA,NA,NA,,
1270,Benin,52/KOT,52/KOT,Olyset,NA,NotLastNight,NA,LastNight,NA,NA,NA,,
1269,Benin,52/KOTD051,52/KOT,Olyset,NotLastNight,NA,NotLastNight,NA,NA,NA,NA,,
1272,Benin,52/KSK,52/KSK,Olyset,NotLastNight,NotLastNight,NA,LastNight,NA,NA,NA,,
1271,Benin,52/KSKC451,52/KSK,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
13571,Benin,52/PED,52/PED,Olyset,NA,LastNight,NA,NA,NA,NA,NA,,
1273,Benin,52/PEDC351,52/PED,Olyset,NotLastNight,NA,NotLastNight,NotLastNight,NA,NA,NA,,
19742,Benin,52/TOG,52/TOG,Olyset,NA,NA,NA,Removed,NA,NA,NA,,
1274,Benin,52/TOGB351,52/TOG,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
19743,Benin,52/WOY,52/WOY,Olyset,NA,Removed,NA,NA,NA,NA,NA,,
1275,Benin,52/WOYD251,52/WOY,Olyset,NotLastNight,NA,NotLastNight,NotLastNight,NA,NA,NA,,
19363,Benin,52/ZEB,52/ZEB,Olyset,Removed,NA,NA,NA,NA,NA,NA,,
1276,Benin,52B/KOD,52B/KO,Olyset,NotLastNight,NA,NA,NA,NA,NA,NA,,
19246,Benin,52C/KOD,52C/KO,Olyset,Attrited,NA,NA,NA,NA,NA,NA,,
1278,Benin,53/DAM,53/DAM,Olyset,NA,NotLastNight,NA,NotLastNight,NA,NA,NA,,
1277,Benin,53/DAMC052,53/DAM,Olyset,NotLastNight,NA,NotLastNight,NA,NA,NA,NA,,
19521,Benin,53/DOD,53/DOD,Olyset,NA,NA,Removed,NA,NA,NA,NA,,
19744,Benin,53/GAL,53/GAL,Olyset,NA,NA,NA,Removed,NA,NA,NA,,
1279,Benin,53/GALD352,53/GAL,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
19745,Benin,53/GBE,53/GBE,Olyset,Removed,NA,NA,NA,NA,NA,NA,,
1280,Benin,53/GLA,53/GLA,Olyset,Removed,NA,NotLastNight,NA,NA,NA,NA,,
1282,Benin,53/GLH,53/GLH,Olyset,NotLastNight,NA,NA,Attrited,NA,NA,NA,,
1281,Benin,53/GLHA222,53/GLH,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1284,Benin,53/GLL,53/GLL,Olyset,NotLastNight,LastNight,NA,NotLastNight,NA,NA,NA,,
1283,Benin,53/GLLD452,53/GLL,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1286,Benin,53/GSS,53/GSS,Olyset,Removed,NotLastNight,NA,NA,NA,NA,NA,,
1285,Benin,53/GSSC152,53/GSS,Olyset,NA,NA,NotLastNight,NotLastNight,NA,NA,NA,,
19408,Benin,53/HS,53/HS,Olyset,NA,Attrited,NA,NA,NA,NA,NA,,
1287,Benin,53/HSA382,53/HSA,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1289,Benin,53/KCH,53/KCH,Olyset,NA,NA,NA,NotLastNight,NA,NA,NA,,
1288,Benin,53/KCHD152,53/KCH,Olyset,NotLastNight,NA,NA,NA,NA,NA,NA,,
1291,Benin,53/KEF,53/KEF,Olyset,Removed,NotLastNight,NA,NA,NA,NA,NA,,
1290,Benin,53/KEFC252,53/KEF,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1293,Benin,53/KES,53/KES,Olyset,NA,NotLastNight,NA,NA,NA,NA,NA,,
1292,Benin,53/KESA103,53/KES,Olyset,NotLastNight,NA,NotLastNight,NotLastNight,NA,NA,NA,,
1294,Benin,53/KOD,53/KOD,Olyset,NA,NA,NotLastNight,NotLastNight,NA,NA,NA,,
19746,Benin,53/KOT,53/KOT,Olyset,Removed,NA,NA,NA,NA,NA,NA,,
1295,Benin,53/KOTD052,53/KOT,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1296,Benin,53/KSK,53/KSK,Olyset,NA,NA,NotLastNight,NotLastNight,NA,NA,NA,,
1297,Benin,53/KSKC452,53/KSK,Olyset,NotLastNight,NA,NA,NA,NA,NA,NA,,
1298,Benin,53/PEDC352,53/PED,Olyset,LastNight,NA,NotLastNight,NotLastNight,NA,NA,NA,,
19522,Benin,53/TOG,53/TOG,Olyset,NA,NA,Removed,NA,NA,NA,NA,,
1299,Benin,53/WOYD252,53/WOY,Olyset,NotLastNight,NotLastNight,NotLastNight,NotLastNight,NA,NA,NA,,
1300,Benin,53/ZEBB452,53/ZEB,Olyset,NotLastNight,LastNight,NotLastNight,NotLastNight,NA,NA,NA,,
12148,Benin,53B/KEF,53B/KE,Olyset,NA,NA,LastNight,NA,NA,NA,NA,,
1301,Benin,54/DAM,54/DAM,Olyset,NotLastNight,NA,NotLastNight,NotLastNight,NA,NA,NA,,
1302,Benin,54/DODB153,54/DOD,Olyset,NotLastNight,NA,NotLastNight,NotLastNight,NA,NA,NA,,
19747,Benin,54/GAL,54/GAL,Olyset,Removed,NA,NA,NA,NA,NA,NA,,
1303,Benin,54/GBE,54/GBE,Olyset,NotLastNight,NotLastNight,NA,NotLastNight,NA,NA,NA,,
15175,Benin,54/GBEB253,54/GBE,Olyset,NA,NA,LastNight,NA,NA,NA,NA,,
1305,Benin,54/GLA,54/GLA,Olyset,LastNight,NotLastNight,NA,NotLastNight,NA,NA,NA,,
1304,Benin,54/GLAA208,54/GLA,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
14675,Benin,54/GLH,54/GLH,Olyset,NA,LastNight,NA,NA,NA,NA,NA,,
1306,Benin,54/GLHA223,54/GLH,Olyset,NA,NA,NotLastNight,NotLastNight,NA,NA,NA,,
1308,Benin,54/GLL,54/GLL,Olyset,NotLastNight,NotLastNight,NA,NA,NA,NA,NA,,
1307,Benin,54/GLLD453,54/GLL,Olyset,NA,NA,NotLastNight,NotLastNight,NA,NA,NA,,
19748,Benin,54/GSS,54/GSS,Olyset,NA,Removed,NA,NA,NA,NA,NA,,
1309,Benin,54/GSSC153,54/GSS,Olyset,NotLastNight,NA,NotLastNight,NA,NA,NA,NA,,
1311,Benin,54/HS,54/HS,Olyset,NA,NotLastNight,NA,NA,NA,NA,NA,,
1310,Benin,54/HSA383,54/HSA,Olyset,NotLastNight,NA,NotLastNight,LastNight,NA,NA,NA,,
1313,Benin,54/KCH,54/KCH,Olyset,NA,NotLastNight,NA,NotLastNight,NA,NA,NA,,
1312,Benin,54/KCHD153,54/KCH,Olyset,NotLastNight,NA,NotLastNight,NA,NA,NA,NA,,
1315,Benin,54/KEF,54/KEF,Olyset,NotLastNight,NotLastNight,NA,NotLastNight,NA,NA,NA,,
1314,Benin,54/KEFC253,54/KEF,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1317,Benin,54/KES,54/KES,Olyset,NA,NA,NA,NotLastNight,NA,NA,NA,,
1316,Benin,54/KESA104,54/KES,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1318,Benin,54/KESS,54/KES,Olyset,NotLastNight,NA,NA,NA,NA,NA,NA,,
19247,Benin,54/KOD,54/KOD,Olyset,NA,Attrited,NA,NA,NA,NA,NA,,
12149,Benin,54/KODA054,54/KOD,Olyset,NA,NA,LastNight,NA,NA,NA,NA,,
1319,Benin,54/KOT,54/KOT,Olyset,NotLastNight,NA,NotLastNight,NotLastNight,NA,NA,NA,,
1320,Benin,54/KSKC453,54/KSK,Olyset,NotLastNight,NotLastNight,NotLastNight,NotLastNight,NA,NA,NA,,
1322,Benin,54/PED,54/PED,Olyset,NotLastNight,Attrited,NA,NotLastNight,NA,NA,NA,,
1321,Benin,54/PEDC353,54/PED,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
19749,Benin,54/TOG,54/TOG,Olyset,NA,NA,NA,Removed,NA,NA,NA,,
1323,Benin,54/TOGB353,54/TOG,Olyset,NotLastNight,NA,NotLastNight,NA,NA,NA,NA,,
1325,Benin,54/WOY,54/WOY,Olyset,NA,NotLastNight,NA,NotLastNight,NA,NA,NA,,
1324,Benin,54/WOYD253,54/WOY,Olyset,NotLastNight,NA,NotLastNight,NA,NA,NA,NA,,
1326,Benin,54/ZEBB453,54/ZEB,Olyset,LastNight,NotLastNight,NotLastNight,NotLastNight,NA,NA,NA,,
19750,Benin,54B/GBE,54B/GB,Olyset,NA,Removed,NA,NA,NA,NA,NA,,
19751,Benin,55/DAM,55/DAM,Olyset,Removed,NA,NA,NA,NA,NA,NA,,
1327,Benin,55/DAMC054,55/DAM,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
19752,Benin,55/DOD,55/DOD,Olyset,Removed,NA,NA,NA,NA,NA,NA,,
15066,Benin,55/GAL,55/GAL,Olyset,NA,Attrited,NA,NotUse,NA,NA,NA,,
1328,Benin,55/GALD354,55/GAL,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
19248,Benin,55/GBE,55/GBE,Olyset,NA,Attrited,NA,NA,NA,NA,NA,,
1329,Benin,55/GBEB254,55/GBE,Olyset,NotLastNight,NA,NotLastNight,NotLastNight,NA,NA,NA,,
1331,Benin,55/GLA,55/GLA,Olyset,NA,NotLastNight,NA,NA,NA,NA,NA,,
1330,Benin,55/GLAA209,55/GLA,Olyset,NotLastNight,NA,NotLastNight,NotLastNight,NA,NA,NA,,
19753,Benin,55/GLH,55/GLH,Olyset,Removed,NA,NA,NA,NA,NA,NA,,
1332,Benin,55/GLHA224,55/GLH,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1334,Benin,55/GLL,55/GLL,Olyset,NotLastNight,NotLastNight,NA,NotLastNight,NA,NA,NA,,
1333,Benin,55/GLLD454,55/GLL,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1335,Benin,55/GSSC154,55/GSS,Olyset,NA,NotLastNight,NA,LastNight,NA,NA,NA,,
19249,Benin,55/HS,55/HS,Olyset,NA,NA,NA,Attrited,NA,NA,NA,,
1336,Benin,55/HSA384,55/HSA,Olyset,NotLastNight,NA,NotLastNight,NA,NA,NA,NA,,
1338,Benin,55/KCH,55/KCH,Olyset,NotLastNight,NotLastNight,NA,NotLastNight,NA,NA,NA,,
1337,Benin,55/KCHD154,55/KCH,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1339,Benin,55/KEFC254,55/KEF,Olyset,NotLastNight,NotLastNight,NotLastNight,NotLastNight,NA,NA,NA,,
19364,Benin,55/KES,55/KES,Olyset,Removed,NA,NA,NA,NA,NA,NA,,
1340,Benin,55/KOD,55/KOD,Olyset,NotLastNight,NA,NotLastNight,NotLastNight,NA,NA,NA,,
1341,Benin,55/KOTD054,55/KOT,Olyset,NotLastNight,LastNight,LastNight,NotLastNight,NA,NA,NA,,
1342,Benin,55/KSKC454,55/KSK,Olyset,NotLastNight,NotUse,NA,NotLastNight,NA,NA,NA,,
19754,Benin,55/PED,55/PED,Olyset,NA,Removed,NA,NA,NA,NA,NA,,
1343,Benin,55/PEDC354,55/PED,Olyset,NotLastNight,NA,NotLastNight,NotLastNight,NA,NA,NA,,
19365,Benin,55/TOG,55/TOG,Olyset,Removed,NA,NA,NA,NA,NA,NA,,
1344,Benin,55/TOGB354,55/TOG,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1346,Benin,55/WOY,55/WOY,Olyset,NotLastNight,NotLastNight,NA,NotLastNight,NA,NA,NA,,
1345,Benin,55/WOYD254,55/WOY,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1347,Benin,55/ZEBB454,55/ZEB,Olyset,NotLastNight,NotLastNight,NotLastNight,LastNight,NA,NA,NA,,
1348,Benin,56/DAM,56/DAM,Olyset,NotLastNight,NotLastNight,NotLastNight,NotLastNight,NA,NA,NA,,
1350,Benin,56/DOD,56/DOD,Olyset,NA,NotLastNight,NA,NotLastNight,NA,NA,NA,,
1349,Benin,56/DODB155,56/DOD,Olyset,NotLastNight,NA,NA,NA,NA,NA,NA,,
19523,Benin,56/GAL,56/GAL,Olyset,Removed,NA,Removed,NA,NA,NA,NA,,
19250,Benin,56/GBE,56/GBE,Olyset,NA,Attrited,NA,NA,NA,NA,NA,,
1351,Benin,56/GBEB255,56/GBE,Olyset,NotLastNight,NA,NotLastNight,NotLastNight,NA,NA,NA,,
19409,Benin,56/GLA,56/GLA,Olyset,Attrited,NA,NA,NA,NA,NA,NA,,
1352,Benin,56/GLAA375,56/GLA,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
15193,Benin,56/GLH,56/GLH,Olyset,Attrited,NA,LastNight,NA,NA,NA,NA,,
1354,Benin,56/GLL,56/GLL,Olyset,NA,NotLastNight,NA,NA,NA,NA,NA,,
1353,Benin,56/GLLD455,56/GLL,Olyset,NotLastNight,NA,NotLastNight,NotLastNight,NA,NA,NA,,
1356,Benin,56/GSS,56/GSS,Olyset,NA,NotLastNight,NA,NotLastNight,NA,NA,NA,,
1355,Benin,56/GSSC155,56/GSS,Olyset,NotLastNight,NA,NotLastNight,NA,NA,NA,NA,,
19251,Benin,56/HS,56/HS,Olyset,NA,Attrited,NA,NA,NA,NA,NA,,
1357,Benin,56/HSA385,56/HSA,Olyset,NotLastNight,NA,NotLastNight,NotLastNight,NA,NA,NA,,
19410,Benin,56/KCH,56/KCH,Olyset,NA,NA,NA,Attrited,NA,NA,NA,,
1358,Benin,56/KCHD155,56/KCH,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
19366,Benin,56/KEF,56/KEF,Olyset,Removed,NA,NA,NA,NA,NA,NA,,
1359,Benin,56/KEFC255,56/KEF,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
19252,Benin,56/KES,56/KES,Olyset,Attrited,NA,NA,NA,NA,NA,NA,,
1360,Benin,56/KESA106,56/KES,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1362,Benin,56/KOD,56/KOD,Olyset,LastNight,NotLastNight,NA,NotLastNight,NA,NA,NA,,
1361,Benin,56/KODA056,56/KOD,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
1364,Benin,56/KOT,56/KOT,Olyset,NotLastNight,NA,NA,NA,NA,NA,NA,,
1363,Benin,56/KOTD055,56/KOT,Olyset,NA,NotLastNight,NotLastNight,NotLastNight,NA,NA,NA,,
1366,Benin,56/KSK,56/KSK,Olyset,NotLastNight,NotLastNight,NA,NotLastNight,NA,NA,NA,,
1365,Benin,56/KSKC455,56/KSK,Olyset,NA,NA,NotLastNight,NA,NA,NA,NA,,
19755,Benin,56/PED,56/PED,Olyset,Removed,NA,NA,NA,NA,NA,NA,,
1367,Benin,56/PEDC355,56/PED,Olyset,NA,NA,LastNight,NotLastNight,NA,NA,NA,,
17909,Benin,56/TOGB353,56/TOG,Olyset,NA,NA,NA,LastNight,NA,NA,NA,,
1368,Benin,56/TOGB355,56/TOG,Olyset,NotLastNight,NotLastNight,NA,NA,NA,NA,NA,,
