"","Country","NetCode","Brand","Round","Status","PHI","Damage_related","Wash","WashFreq","Bedding","Reason","Location"
"7486","Kenya","M298","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7487","Kenya","M298","NetProtect",12,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7488","Kenya","M298","NetProtect",30,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7489","Kenya","M298","NetProtect",36,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7490","Kenya","M299","NetProtect",30,"Used last night",2,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7491","Kenya","M300","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7492","Kenya","M300","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7493","Kenya","M300","NetProtect",30,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7494","Kenya","M300","NetProtect",36,"Used last night",0,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7495","Kenya","M301","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7496","Kenya","M301","NetProtect",12,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7497","Kenya","M301","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7498","Kenya","M301","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7499","Kenya","M301","NetProtect",30,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7500","Kenya","M302","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7501","Kenya","M302","NetProtect",42,"Used last night",784,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7502","Kenya","M303","NetProtect",12,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7503","Kenya","M304","NetProtect",12,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7504","Kenya","M306","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7505","Kenya","M306","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7506","Kenya","M306","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7507","Kenya","M306","NetProtect",30,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7508","Kenya","M306","NetProtect",36,"Not in use",1457,"No",NA,NA,"Mattress/Bed","","Stored Away"
"7509","Kenya","M307","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7510","Kenya","M307","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7511","Kenya","M307","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7512","Kenya","M309","NetProtect",12,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7513","Kenya","M309","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7514","Kenya","M310","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7515","Kenya","M310","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7516","Kenya","M310","NetProtect",30,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7517","Kenya","M312","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7518","Kenya","M312","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7519","Kenya","M312","NetProtect",30,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7520","Kenya","M312","NetProtect",36,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7521","Kenya","M313","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7522","Kenya","M316","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7523","Kenya","M316","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7524","Kenya","M316","NetProtect",36,"Used last night",440,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7525","Kenya","M317","NetProtect",6,"Not used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7526","Kenya","M318","NetProtect",18,"Not used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7527","Kenya","M318","NetProtect",24,"Not used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7528","Kenya","M318","NetProtect",36,"Used last night",1879,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7529","Kenya","M322","NetProtect",12,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7530","Kenya","M322","NetProtect",18,"Not used last night",0,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7531","Kenya","M323","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7532","Kenya","M323","NetProtect",30,"Not used last night",0,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7533","Kenya","M324","NetProtect",12,"Not used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7534","Kenya","M324","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7535","Kenya","M325","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7536","Kenya","M325","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Stored Away"
"7537","Kenya","M325","NetProtect",36,"Used last night",244,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7538","Kenya","M326","NetProtect",12,"Not used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7539","Kenya","M326","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7540","Kenya","M326","NetProtect",36,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7541","Kenya","M327","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7542","Kenya","M329","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7543","Kenya","M331","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7544","Kenya","M332","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7545","Kenya","M332","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7546","Kenya","M333","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7547","Kenya","M333","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7548","Kenya","M334","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7549","Kenya","M335","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7550","Kenya","M335","NetProtect",12,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7551","Kenya","M335","NetProtect",24,"Used last night",211,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7552","Kenya","M336","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7553","Kenya","M338","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7554","Kenya","M338","NetProtect",36,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7555","Kenya","M340","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7556","Kenya","M340","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7557","Kenya","M340","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7558","Kenya","M341","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7559","Kenya","M341","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7560","Kenya","M341","NetProtect",36,"Not in use",NA,"No",NA,NA,"Mattress/Bed","","Stored Away"
"7561","Kenya","M343","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7562","Kenya","M343","NetProtect",12,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7563","Kenya","M344","NetProtect",6,"Not used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7564","Kenya","M344","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7565","Kenya","M345","NetProtect",6,"Used last night",0,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7566","Kenya","M346","NetProtect",30,"Not used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7567","Kenya","M346","NetProtect",36,"Used last night",232,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7568","Kenya","M349","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7569","Kenya","M349","NetProtect",12,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7570","Kenya","M349","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7571","Kenya","M349","NetProtect",36,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7572","Kenya","M350","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7573","Kenya","M351","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7574","Kenya","M351","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7575","Kenya","M352","NetProtect",12,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7576","Kenya","M352","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7577","Kenya","M352","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7578","Kenya","M352","NetProtect",30,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7579","Kenya","M352","NetProtect",36,"Used last night",200,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7580","Kenya","M353","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7581","Kenya","M353","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7582","Kenya","M353","NetProtect",42,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7583","Kenya","M354","NetProtect",12,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7584","Kenya","M354","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7585","Kenya","M354","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7586","Kenya","M355","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7587","Kenya","M355","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7588","Kenya","M359","NetProtect",30,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7589","Kenya","M362","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7590","Kenya","M362","NetProtect",36,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7591","Kenya","M362","NetProtect",48,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7592","Kenya","M365","NetProtect",12,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7593","Kenya","M365","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7594","Kenya","M365","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7595","Kenya","M367","NetProtect",12,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7596","Kenya","M367","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7597","Kenya","M369","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7598","Kenya","M369","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7599","Kenya","M372","NetProtect",30,"Not used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7600","Kenya","M372","NetProtect",42,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7601","Kenya","M372","NetProtect",48,"Used last night",0,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7602","Kenya","M374","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7603","Kenya","M375","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7604","Kenya","M375","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7605","Kenya","M375","NetProtect",30,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7606","Kenya","M376","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7607","Kenya","M376","NetProtect",30,"Used last night",2,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7608","Kenya","M376","NetProtect",36,"Not in use",NA,"No",NA,NA,"Mattress/Bed","","Stored Away"
"7609","Kenya","M376","NetProtect",48,"Used last night",968,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7610","Kenya","M377","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7611","Kenya","M377","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7612","Kenya","M377","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7613","Kenya","M379","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7614","Kenya","M380","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7615","Kenya","M380","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7616","Kenya","M380","NetProtect",30,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7617","Kenya","M382","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7618","Kenya","M383","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7619","Kenya","M383","NetProtect",12,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7620","Kenya","M383","NetProtect",30,"Not used last night",187,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7621","Kenya","M387","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7622","Kenya","M387","NetProtect",12,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7623","Kenya","M387","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7624","Kenya","M388","NetProtect",18,"Not used last night",NA,"No",NA,NA,"Mattress/Bed","",""
"7625","Kenya","M392","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7626","Kenya","M393","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7627","Kenya","M393","NetProtect",12,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7628","Kenya","M393","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7629","Kenya","M393","NetProtect",36,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7630","Kenya","M397","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7631","Kenya","M397","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7632","Kenya","M397","NetProtect",30,"Not in use",NA,"No",NA,NA,"Mattress/Bed","","Stored Away"
"7633","Kenya","P884","PermaNet 3.0",48,"Used last night",1164,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7634","Kenya","M398","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7635","Kenya","M400","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7636","Kenya","M400","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7637","Kenya","M400","NetProtect",42,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7638","Kenya","M401","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7639","Kenya","M401","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7640","Kenya","M401","NetProtect",30,"Not used last night",440,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7641","Kenya","M401","NetProtect",42,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7642","Kenya","M402","NetProtect",12,"Not used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7643","Kenya","M403","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7644","Kenya","M404","NetProtect",24,"Not used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7645","Kenya","M404","NetProtect",42,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7646","Kenya","M404","NetProtect",48,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7647","Kenya","M407","NetProtect",6,"Used last night",0,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7648","Kenya","M408","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7649","Kenya","M408","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7650","Kenya","M408","NetProtect",24,"Used last night",26,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7651","Kenya","M409","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7652","Kenya","M409","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7653","Kenya","M409","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7654","Kenya","M409","NetProtect",36,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7655","Kenya","M410","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7656","Kenya","M410","NetProtect",12,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7657","Kenya","M410","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7658","Kenya","M410","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7659","Kenya","M410","NetProtect",30,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7660","Kenya","M410","NetProtect",48,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7661","Kenya","M411","NetProtect",42,"Used last night",3,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7662","Kenya","M412","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7663","Kenya","M412","NetProtect",12,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7664","Kenya","M412","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7665","Kenya","M413","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7666","Kenya","M414","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7667","Kenya","M414","NetProtect",36,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7668","Kenya","M414","NetProtect",42,"Not in use",815,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7669","Kenya","M415","NetProtect",6,"Not in use",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7670","Kenya","M415","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7671","Kenya","M415","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7672","Kenya","M417","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7673","Kenya","M417","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Stored Away"
"7674","Kenya","M417","NetProtect",30,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7675","Kenya","M417","NetProtect",42,"Used last night",98,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7676","Kenya","P892","PermaNet 3.0",48,"Used last night",1255,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7677","Kenya","M418","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7678","Kenya","M418","NetProtect",12,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7679","Kenya","M418","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7680","Kenya","M418","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7681","Kenya","M419","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7682","Kenya","M419","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7683","Kenya","M421","NetProtect",30,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7684","Kenya","M422","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7685","Kenya","M422","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7686","Kenya","M423","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7687","Kenya","M423","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7688","Kenya","M423","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7689","Kenya","M423","NetProtect",30,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7690","Kenya","M424","NetProtect",12,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7691","Kenya","M425","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7692","Kenya","M425","NetProtect",24,"Not used last night",NA,"No",NA,NA,"Mattress/Bed","","Stored Away"
"7693","Kenya","M425","NetProtect",30,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7694","Kenya","M425","NetProtect",36,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7695","Kenya","M428","NetProtect",6,"Not used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7696","Kenya","M428","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7697","Kenya","M428","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7698","Kenya","M428","NetProtect",36,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7699","Kenya","M429","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7700","Kenya","M430","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7701","Kenya","M430","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7702","Kenya","M431","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7703","Kenya","M431","NetProtect",42,"Used last night",608,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7704","Kenya","M432","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7705","Kenya","M432","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7706","Kenya","M433","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7707","Kenya","M433","NetProtect",24,"Not in use",NA,"No",NA,NA,"Mattress/Bed","","Stored Away"
"7708","Kenya","M433","NetProtect",36,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7709","Kenya","M433","NetProtect",42,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7710","Kenya","M435","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7711","Kenya","M435","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7712","Kenya","M435","NetProtect",42,"Used last night",2624,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7713","Kenya","M436","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7714","Kenya","M436","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7715","Kenya","M436","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7716","Kenya","M437","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7717","Kenya","M438","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7718","Kenya","M439","NetProtect",18,"Not used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7719","Kenya","M439","NetProtect",24,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
"7720","Kenya","M440","NetProtect",6,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Loose"
"7721","Kenya","M440","NetProtect",18,"Used last night",NA,"No",NA,NA,"Mattress/Bed","","Hanging - Tied"
